Survey Question ID,Survey Question English Text,Response Option,Total,Male,Female,Up to 29,30-49,50 and more,Married,Single,Divorced,No children,1 child,2 children,3 children,4 or more children
Q258,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Continent; e.g. Europe, Asia etc.]",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q258,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Continent; e.g. Europe, Asia etc.]",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q258,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Continent; e.g. Europe, Asia etc.]",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q259,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? World",Very close,%6.96,%6.88,%7.04,%7.29,%7.27,%6.01,%7.55,%5.87,%9.68,%6.37,%5.99,%6.97,%9.58,%8.17
Q259,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? World",Close,%29.73,%29.41,%30.05,%29.87,%29.47,%30.03,%29.46,%30.52,%30.65,%31.31,%33.33,%28.74,%21.46,%28.85
Q259,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? World",Not very close,%37.47,%39.19,%35.76,%40.53,%37.75,%33.44,%36.01,%39.59,%35.48,%39.63,%39.58,%37.93,%31.8,%29.33
Q259,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? World",Not close at all,%21.37,%21.13,%21.61,%16.97,%21.27,%26.62,%22.98,%18.52,%17.74,%17.56,%17.97,%24.32,%31.42,%24.52
Q259,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? World",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q259,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? World",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q259,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? World",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q261,"Can you tell me your year of birth, please?",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q261,"Can you tell me your year of birth, please?",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q261,"Can you tell me your year of birth, please?",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q262,This means you are __ _____ years old .,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q262,This means you are __ _____ years old .,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q262,This means you are __ _____ years old .,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q263,Were you born in this country or are you an immigrant to this country?,Born in this [country],%99.67,%99.67,%99.67,%99.86,%99.72,%99.35,%99.6,%99.87,%100.0,%99.79,%99.48,%99.66,%99.62,%99.52
Q263,Were you born in this country or are you an immigrant to this country?,Immigrant to this [country] (born outside this country),%0.33,%0.33,%0.33,%0.14,%0.28,%0.65,%0.4,%0.13,%0,%0.21,%0.52,%0.34,%0.38,%0.48
Q263,Were you born in this country or are you an immigrant to this country?,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q263,Were you born in this country or are you an immigrant to this country?,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q263,Were you born in this country or are you an immigrant to this country?,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q264,Are your mother immigrant to this country or not?,Born in this [country],%99.38,%99.34,%99.42,%99.58,%99.63,%98.7,%99.13,%99.87,%100.0,%99.69,%99.22,%99.15,%98.85,%99.52
Q264,Are your mother immigrant to this country or not?,Immigrant to this [country] (born outside this country),%0.62,%0.66,%0.58,%0.42,%0.37,%1.3,%0.87,%0.13,%0,%0.31,%0.78,%0.85,%1.15,%0.48
Q264,Are your mother immigrant to this country or not?,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q264,Are your mother immigrant to this country or not?,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q264,Are your mother immigrant to this country or not?,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q265,Are your father immigrant to this country or not?,Born in this [country],%99.38,%99.42,%99.34,%99.72,%99.54,%98.7,%99.2,%99.74,%100.0,%99.59,%98.96,%99.49,%98.85,%99.52
Q265,Are your father immigrant to this country or not?,Immigrant to this [country] (born outside this country),%0.62,%0.58,%0.66,%0.28,%0.46,%1.3,%0.8,%0.26,%0,%0.41,%1.04,%0.51,%1.15,%0.48
Q265,Are your father immigrant to this country or not?,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q265,Are your father immigrant to this country or not?,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q265,Are your father immigrant to this country or not?,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q266,In which country were you born?,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q266,In which country were you born?,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q266,In which country were you born?,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q267,In which country were your mother born?,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q267,In which country were your mother born?,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q267,In which country were your mother born?,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q268,In which country were your father born?,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q268,In which country were your father born?,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q268,In which country were your father born?,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q269,Are you a citizen of this country?,"Yes, I am a citizen of this country.",%99.71,%99.59,%99.83,%99.86,%99.63,%99.68,%99.6,%99.87,%100.0,%99.79,%100.0,%99.32,%100.0,%99.52
Q269,Are you a citizen of this country?,"Not, I am not a citizen of this country.",%0.08,%0.17,%0,%0,%0.09,%0.16,%0.13,%0,%0,%0,%0,%0.34,%0,%0
Q269,Are you a citizen of this country?,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q269,Are you a citizen of this country?,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q269,Are you a citizen of this country?,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q270,"Including yourself, how many people – including children – live here regularly as members of this household?",Don’t know,%6.21,%7.79,%4.64,%5.33,%6.54,%6.66,%0.4,%13.41,%19.35,%12.32,%3.39,%1.19,%1.53,%2.88
Q270,"Including yourself, how many people – including children – live here regularly as members of this household?",No answer,%15.32,%13.42,%17.22,%9.82,%11.14,%29.06,%20.51,%5.36,%20.97,%17.04,%14.32,%14.97,%14.56,%11.06
Q270,"Including yourself, how many people – including children – live here regularly as members of this household?",Other missing; Multiple answers Mail (EVS),%26.58,%25.6,%27.57,%28.61,%27.35,%22.89,%25.45,%28.86,%25.81,%24.95,%73.18,%10.03,%15.33,%9.13
Q271,Do you live with your parents or your parents in law?,No,%70.56,%66.28,%74.83,%30.86,%83.52,%93.67,%93.65,%25.42,%64.52,%37.99,%91.67,%94.39,%95.02,%86.06
Q271,Do you live with your parents or your parents in law?,"Yes, own parent(s)",%28.41,%33.14,%23.68,%68.44,%15.29,%5.19,%4.94,%74.2,%35.48,%61.6,%7.55,%4.93,%3.45,%9.13
Q271,Do you live with your parents or your parents in law?,"Yes, parent(s) in law",%0.7,%0.41,%0.99,%0.42,%0.74,%0.97,%1.0,%0.13,%0,%0.1,%0.52,%0.34,%1.53,%3.85
Q271,Do you live with your parents or your parents in law?,"Yes, both own parent(s) and parent(s) in law",%0.04,%0,%0.08,%0,%0.09,%0,%0.07,%0,%0,%0,%0,%0.17,%0,%0
Q271,Do you live with your parents or your parents in law?,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q271,Do you live with your parents or your parents in law?,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q271,Do you live with your parents or your parents in law?,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q273,Are you currently,Married,%61.99,%58.08,%65.89,%19.78,%77.07,%84.25,%100.0,%0,%0,%16.84,%88.02,%95.24,%93.87,%91.35
Q273,Are you currently,Living together as married,%0.25,%0.17,%0.33,%0.28,%0.18,%0.32,%0,%0,%0,%0.21,%0.52,%0.17,%0,%0.48
Q273,Are you currently,Divorced,%2.57,%1.41,%3.73,%0.56,%3.78,%2.76,%0,%0,%100.0,%1.13,%8.59,%2.04,%1.53,%0.96
Q273,Are you currently,Separated,%0.17,%0.17,%0.17,%0,%0.37,%0,%0,%0,%0,%0.1,%0.26,%0.34,%0,%0
Q273,Are you currently,Widowed,%2.48,%1.08,%3.89,%0,%0.83,%8.28,%0,%0,%0,%1.13,%2.34,%2.21,%4.6,%7.21
Q273,Are you currently,Single,%32.42,%38.94,%25.91,%79.38,%17.59,%4.22,%0,%100.0,%0,%80.39,%0,%0,%0,%0
Q273,Are you currently,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q273,Are you currently,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q273,Are you currently,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q274,Do you have any children? ,Don’t know,%15.9,%14.0,%17.8,%7.43,%21.36,%16.07,%22.58,%0,%53.23,%0,%100.0,%0,%0,%0
Q274,Do you have any children? ,No answer,%24.35,%22.45,%26.24,%4.49,%30.94,%35.71,%37.41,%0,%19.35,%0,%0,%100.0,%0,%0
Q274,Do you have any children? ,Other missing; Multiple answers Mail (EVS),%10.81,%10.44,%11.18,%0.7,%12.06,%20.29,%16.37,%0,%6.45,%0,%0,%0,%100.0,%0
Q275,What is the highest educational level that you have attained?,Early childhood education (ISCED 0) / no education,%36.27,%35.05,%37.5,%25.53,%38.31,%45.13,%42.08,%25.03,%35.48,%27.72,%40.1,%41.84,%47.89,%38.94
Q275,What is the highest educational level that you have attained?,Primary education (ISCED 1),%10.6,%12.34,%8.86,%9.4,%12.43,%8.77,%11.29,%9.96,%8.06,%9.65,%10.68,%10.37,%13.79,%11.54
Q275,What is the highest educational level that you have attained?,Lower secondary education (ISCED 2),%24.22,%26.68,%21.77,%37.17,%23.11,%11.2,%19.31,%35.38,%22.58,%32.85,%21.35,%22.11,%11.88,%10.58
Q275,What is the highest educational level that you have attained?,Upper secondary education (ISCED 3),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q275,What is the highest educational level that you have attained?,Post-secondary non-tertiary education (ISCED 4),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q275,What is the highest educational level that you have attained?,Short-cycle tertiary education (ISCED 5),%17.06,%18.48,%15.65,%23.0,%18.32,%7.95,%13.69,%23.63,%25.81,%23.31,%17.97,%13.27,%8.81,%7.21
Q275,What is the highest educational level that you have attained?,Bachelor or equivalent (ISCED 6) ,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q275,What is the highest educational level that you have attained?,Master or equivalent (ISCED 7) ,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q275,What is the highest educational level that you have attained?,Doctoral or equivalent (ISCED 8),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q275,What is the highest educational level that you have attained?,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q275,What is the highest educational level that you have attained?,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q275,What is the highest educational level that you have attained?,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q276,What is the highest educational level that your spouse have attained?,Early childhood education (ISCED 0) / no education,%27.49,%27.01,%27.98,%5.89,%30.29,%47.56,%41.48,%0,%30.65,%6.16,%39.32,%41.33,%44.83,%44.71
Q276,What is the highest educational level that your spouse have attained?,Primary education (ISCED 1),%10.48,%8.7,%12.25,%2.95,%13.54,%13.8,%15.7,%0,%8.06,%3.08,%15.1,%15.14,%16.86,%15.38
