Turkish Question ID,Turkish Question Text,Turkish Response Options,English Question ID,English Question Text,English Response Options
Q276,Eşinizin eğitim durumu nedir? En son hangi okul bitirildi veya yarım bırakıldı?,"['Hiç okula gitmedim', 'İlkokuldan ayrıldım', 'İlkokul mezunuyum', 'Ortaokuldan ayrıldım', 'Ortaokul mezunuyum', 'Liseden ayrıldım', 'Lise mezunuyum', 'Üniversiteden ayrıldım', 'Üniversite mezunuyum', 'Lisansüstü (master veya doktora derecem var)', 'Şu anda lise öğrencisiyim', 'Şu anda üniversite öğrencisiyim', 'Fikri Yok', 'Cevap Yok']",Q276,What is the highest educational level that your spouse have attained?,"['Early childhood education (ISCED 0) / no education', 'Primary education (ISCED 1)', 'Lower secondary education (ISCED 2)', 'Upper secondary education (ISCED 3)', 'Post-secondary non-tertiary education (ISCED 4)', 'Short-cycle tertiary education (ISCED 5)', 'Bachelor or equivalent (ISCED 6) ', 'Master or equivalent (ISCED 7) ', 'Doctoral or equivalent (ISCED 8)']"
Q277,Annenizin eğitim durumu nedir? En son hangi okul bitirildi veya yarım bırakıldı?,"['Hiç okula gitmedim', 'İlkokuldan ayrıldım', 'İlkokul mezunuyum', 'Ortaokuldan ayrıldım', 'Ortaokul mezunuyum', 'Liseden ayrıldım', 'Lise mezunuyum', 'Üniversiteden ayrıldım', 'Üniversite mezunuyum', 'Lisansüstü (master veya doktora derecem var)', 'Şu anda lise öğrencisiyim', 'Şu anda üniversite öğrencisiyim', 'Fikri Yok', 'Cevap Yok']",Q277,What is the highest educational level that your mother have attained?,"['Early childhood education (ISCED 0) / no education', 'Primary education (ISCED 1)', 'Lower secondary education (ISCED 2)', 'Upper secondary education (ISCED 3)', 'Post-secondary non-tertiary education (ISCED 4)', 'Short-cycle tertiary education (ISCED 5)', 'Bachelor or equivalent (ISCED 6) ', 'Master or equivalent (ISCED 7) ', 'Doctoral or equivalent (ISCED 8)']"
Q278,Babanızın eğitim durumu nedir? En son hangi okul bitirildi veya yarım bırakıldı?,"['Hiç okula gitmedim', 'İlkokuldan ayrıldım', 'İlkokul mezunuyum', 'Ortaokuldan ayrıldım', 'Ortaokul mezunuyum', 'Liseden ayrıldım', 'Lise mezunuyum', 'Üniversiteden ayrıldım', 'Üniversite mezunuyum', 'Lisansüstü (master veya doktora derecem var)', 'Şu anda lise öğrencisiyim', 'Şu anda üniversite öğrencisiyim', 'Fikri Yok', 'Cevap Yok']",Q278,What is the highest educational level that your father have attained?,"['Early childhood education (ISCED 0) / no education', 'Primary education (ISCED 1)', 'Lower secondary education (ISCED 2)', 'Upper secondary education (ISCED 3)', 'Post-secondary non-tertiary education (ISCED 4)', 'Short-cycle tertiary education (ISCED 5)', 'Bachelor or equivalent (ISCED 6) ', 'Master or equivalent (ISCED 7) ', 'Doctoral or equivalent (ISCED 8)']"
Q279,"Bir işte çalışıyor musunuz? Yani şu anda para kazandığınız bir iş yapıyor musunuz? (ÇALIŞIYORSA) Şunlardan hangisi, esas yaptığınız işi en iyi tanımlıyor? (ÇALIŞMIYORSA) Şunlardan hangisi size en uygun olanı?","['Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyorum', 'Ücretli ve yarı zamanlı (yani haftada 30 saatten az) çalışıyorum', 'Kendi işimin sahibiyim', 'Emekli', 'Ev kadını', 'Öğrenci', 'İş arıyor', 'Diğer (..................................................................)', 'Cevap Yok']",Q279,"Are you employed now or not? If yes, about how many hours a week? If more than one job: only for the main job.","['Full time employee (30 hours a week or more)', 'Part time employee (less than 30 hours a week)', 'Self employed ', 'Retired/pensioned', 'Housewife not otherwise employed', 'Student ', 'Unemployed', 'Other (write in):______________________ ']"
Q280,"Eşiniz bir işte çalışıyor mu? En son çalıştığı işten para kazanıyor muydu? (ÇALIŞIYORSA) Şunlardan hangisi, esas yaptığı işi en iyi tanımlıyor? (ÇALIŞMIYORSA) Şunlardan hangisi eşiniz için en uygun olanı?","['Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyorum', 'Ücretli ve yarı zamanlı (yani haftada 30 saatten az) çalışıyorum', 'Kendi işimin sahibiyim', 'Emekli', 'Ev kadını', 'Öğrenci', 'İş arıyor', 'Diğer (..................................................................)', 'Cevap Yok', 'Soru deneğe uygun olmadığı için sorulamıyor']",Q280,Is your spouse employed? In his/her LAST job was he/she employed (either full time or part time) or was he/she self-employed?,"['Full time employee (30 hours a week or more)', 'Part time employee (less than 30 hours a week)', 'Self employed ', 'Retired/pensioned', 'Housewife not otherwise employed', 'Student ', 'Unemployed', 'Other (write in):______________________ ']"
Q281,Aşağıdakilerden hangisi şu andaki işinizi veya şu an çalışmıyorsanız en son işinizi en iyi tanımlıyor?,"['En az 10 kişinin çalıştığı işyerinde sahip veya yönetici', '10’dan daha az kişinin çalıştığı yerde sahip veya yönetici', 'Avukat, doktor, mimar, öğretmen gibi bir profesyonel (tam ne olduğunu yazınız ..............................)', 'Müdür, âmir', 'Memur', 'Formen, atölye şefi, işçi şefi', 'Vasıflı işçi', 'Yarı vasıflı işçi', 'Vasıfsız işçi', 'Çiftçi, kendi toprağı var', 'Tarım işçisi', 'Güvenlik kuvvetleri, silahlı kuvvetler mensubu', 'Hayatında hiç işi olmamış', 'Fikri Yok', 'Cevap Yok']",Q281,To which of the following occupational groups do you belong?,"['Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)', 'Higher administrative (for example: banker, executive in big business, high government official, union official)', 'Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper', 'Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)', 'Service (for example: restaurant owner, police officer, waitress, barber, caretaker)', 'Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)', 'Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)', 'Unskilled worker (for example: laborer, porter, unskilled factory worker, cleaner)', 'Farm worker (for example: farm laborer, tractor driver)', 'Farm proprietor, farm manager', 'Never had a job']"
Q282,Aşağıdakilerden hangisi eşinizin şu andaki işini veya şu an çalışmıyorsa en son işini en iyi tanımlıyor?,"['En az 10 kişinin çalıştığı işyerinde sahip veya yönetici', '10’dan daha az kişinin çalıştığı yerde sahip veya yönetici', 'Avukat, doktor, mimar, öğretmen gibi bir profesyonel (tam ne olduğunu yazınız ..............................)', 'Müdür, âmir', 'Memur', 'Formen, atölye şefi, işçi şefi', 'Vasıflı işçi', 'Yarı vasıflı işçi', 'Vasıfsız işçi', 'Çiftçi, kendi toprağı var', 'Tarım işçisi', 'Güvenlik kuvvetleri, silahlı kuvvetler mensubu', 'Hayatında hiç işi olmamış', 'Fikri Yok', 'Cevap Yok']",Q282,To which of the following occupational groups does your spouse belong?,"['Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)', 'Higher administrative (for example: banker, executive in big business, high government official, union official)', 'Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper', 'Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)', 'Service (for example: restaurant owner, police officer, waitress, barber, caretaker)', 'Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)', 'Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)', 'Unskilled worker (for example: laborer, porter, unskilled factory worker, cleaner)', 'Farm worker (for example: farm laborer, tractor driver)', 'Farm proprietor, farm manager', 'Never had a job']"
Q283,Aşağıdakilerden hangisi babanızın siz 14 yaşındaykenki işini en iyi tanımlıyor?,"['En az 10 kişinin çalıştığı işyerinde sahip veya yönetici', '10’dan daha az kişinin çalıştığı yerde sahip veya yönetici', 'Avukat, doktor, mimar, öğretmen gibi bir profesyonel (tam ne olduğunu yazınız ..............................)', 'Müdür, âmir', 'Memur', 'Formen, atölye şefi, işçi şefi', 'Vasıflı işçi', 'Yarı vasıflı işçi', 'Vasıfsız işçi', 'Çiftçi, kendi toprağı var', 'Tarım işçisi', 'Güvenlik kuvvetleri, silahlı kuvvetler mensubu', 'Hayatında hiç işi olmamış', 'Fikri Yok', 'Cevap Yok']",Q283,"When you were 14, to which of the following occupational groups did your father belong?","['Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)', 'Higher administrative (for example: banker, executive in big business, high government official, union official)', 'Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper', 'Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)', 'Service (for example: restaurant owner, police officer, waitress, barber, caretaker)', 'Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)', 'Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)', 'Unskilled worker (for example: laborer, porter, unskilled factory worker, cleaner)', 'Farm worker (for example: farm laborer, tractor driver)', 'Farm proprietor, farm manager', 'Never had a job']"
Q284,Şu andaki işinizde veya en son işinizde çalıştığınız sektör şunlardan hangisi?,"['Devlet/kamu kurumları/yerel yönetimleri', 'Özel sektör (Maaşı devlet/yerel yönetim veya vakıf/dernek tarafından ödenmeyen her türlü iş)', 'Vakıf, dernek veya sivil toplum kuruluşları', 'Cevap Yok']",Q284,"Are you working for the government or public institution, for private business or industry, or for a private nonprofit organization? If you do not work currently, characterize your major work in the past! Do you or did you work for:","['Government or public institution', 'Private business or industry', 'Private non-profit organization']"
Q285,Hanenizin “ekmek parasını” esas olarak siz mi kazanıyorsunuz?,"['Evet', 'Hayır', 'Cevap Yok']",Q285,Are you the chief wage earner in your household?,"['Yes', 'No']"
Q286,Ailenizin son yıl içindeki maddi durumu şunlardan hangisine uygun? Son bir yıl içinde:,"['Para tasarruf edebildiniz mi?', 'Ancak mı geçinebildiniz?', 'Birikimlerinizi harcamak zorunda mı kaldınız?', 'Borçlanmak zorunda mı kaldınız?', 'Fikri Yok', 'Cevap Yok']",Q286," During the past year, did your family:","['Saved money', 'Just get by', 'Spent some savings', 'Spent savings and borrowed money']"
Q287,"İnsanlar bazen kendilerini bir sınıfa mensup olarak görürler? Siz, kendinizi şu sınıflardan hangisine ait görürsünüz?","['Üst sınıf', 'Orta sınıfın üst kısmında', 'Orta sınıfın alt kısmında', 'Çalışan, işçi, emekçi sınıfı', 'Alt sınıf', 'Fikri Yok', 'Cevap Yok']",Q287,"People sometimes describe themselves as belonging to the working class, the middle class, or the upper or lower class. Would you describe yourself as belonging to the:","['Upper class', 'Upper middle class', 'Lower middle class', 'Working class', 'Lower class']"
Q288,"Türkiye’de yaşayan insanların, gelir durumları bakımından  10 puanlı bir cetvele yerleştirecek olsak, siz kendinizi bu cetvelin neresinde görürsünüz? Cetvelde “1” en alt gelir grubu, “10” ise en üst gelir grubunu gösteriyor.","['En alt', '2', '3', '4', '5', '6', '7', '8', '9', 'En üst', 'Fikri Yok', 'Cevap Yok']",Q288,"On this card is an income scale on which 1 indicates the lowest income group and 10 the highest income group in your country. We would like to know in what group your household is. Please, specify the appropriate number, counting all wages, salaries, pensions and other incomes that come in.","['Lowest group', '2', '3', '4', '5', '6', '7', '8', '9', 'Highest group']"
Q289,Siz bir dine bağlı mısınız? (Evet ise) hangi dine?,"['Hiçbir dine bağlı değil', 'Müslüman', ' Diğer (yazınız………………………..)', 'Fikri Yok', 'Cevap Yok']",Q289,"Do you belong to a religion or religious denomination? If yes, which one?","['Do not belong to a denomination', 'Roman Catholic', 'Protestant', 'Orthodox (Russian/Greek/etc.)', 'Jew', 'Muslim', 'Hindu', 'Buddhist', 'Other (write in):_____________ ']"
Q290,Siz kendinizi Türkiye’de herhangi bir etnik azınlık grubunun üyesi olarak mı görürsünüz?,"['Evet', 'Hayır', 'Fikri Yok', 'Cevap Yok']",Q290,Respondent’s ethnic group:,"['White', 'Black', 'South Asian Indian, Pakistani, etc.', 'East Asian Chinese, Japanese, etc', 'Arabic, Central Asian', 'Other (write in): _____________________________']"
QT90,"Size tam gelirinizi sormayacağım. Fakat HANENİZİN TOPLAM AYLIK GELİRİ, size göstereceğim gelir gruplarından hangisine en yakın düşer?","['Ayda 500 liradan az', '500 ile 1,000 lira arasında', '1,000 ile 1,500 lira arasında', '1,500 ile 2,000 lira arasında', '2,000 ile 3,000 lira arasında', '3,000 ile 4,000 lira arasında', '4,000 ile 5,000 lira arasında', '5,000 ile 8,000 lira arasında', '8,000 ile 9,000 lira arasında', '9,000 liranın üzerinde', ''Cevap Yok']",,,
,,,QSDG1,How much would you say the political system in your country allows people like you to have a say in what the government does?,"['A great deal', 'A lot', 'Some', 'Very little', 'Not at all']"
