Cinsiyet,Yaş Grubu,Medeni Durum,Çocuk Sahipliği,Eğitim Düzeyi,İş Durumu,Sosyal Sınıf,Yerleşim Yeri,Bölge,Count,Prompt
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TR72: Kayseri, Sivas, Yozgat",1,"Kemal, 22 yaşında bekâr bir erkek, çocuğu yok, ortaokul mezunu, Kayseri şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TR83: Samsun, Tokat, Çorum, Amasya",2,"Osman, 29 yaşında bekâr bir erkek, çocuğu yok, ortaokul mezunu, Samsun şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TRA2: Ağrı, Kars, Iğdır, Ardahan",1,"Kemal, 20 yaşında bekâr bir erkek, çocuğu yok, ortaokul mezunu, Kars şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TRB2: Van, Muş, Bitlis, Hakkari",1,"Osman, 21 yaşında bekâr bir erkek, çocuğu yok, ortaokul mezunu, Bitlis şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,2,"Hakan, 23 yaşında bekâr bir erkek, çocuğu yok, ortaokul mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,TR51: Ankara,2,"Yusuf, 18 yaşında bekâr bir erkek, çocuğu yok, ortaokul mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TRC1: Gaziantep, Adıyaman, Kilis",1,"İbrahim, 28 yaşında bekâr bir erkek, çocuğu yok, ortaokul mezunu, Gaziantep şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TR42: Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,"Serkan, 25 yaşında bekâr bir erkek, çocuğu yok, ortaokul mezunu, Bolu şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TR83: Samsun, Tokat, Çorum, Amasya",1,"Ali, 21 yaşında bekâr bir erkek, çocuğu yok, ortaokul mezunu, Tokat şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR72: Kayseri, Sivas, Yozgat",2,"Kemal, 29 yaşında bekâr bir erkek, çocuğu yok, ortaokul mezunu, Yozgat şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ucretli ve yarı zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR32: Aydın, Denizli, Muğla",1,"Kadir, 28 yaşında bekâr bir erkek, çocuğu yok, ortaokul mezunu, Muğla şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,,Kent merkezinde,"TRC1: Gaziantep, Adıyaman, Kilis",1,"Ahmet, 20 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Gaziantep şehrinde kent merkezinde yaşayan, sosyal sınıfı hakkında bilgi vermemiş, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,Orta sınıfın alt kısmında,Kent merkezinde,TR10: İstanbul,1,"Recep, 27 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,Orta sınıfın alt kısmında,Kırsal alanda,"TR83: Samsun, Tokat, Çorum, Amasya",1,"Ali, 24 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Tokat şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,Orta sınıfın üst kısmında,Kent merkezinde,TR51: Ankara,1,"Yaşar, 26 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR41: Bursa, Eskişehir, Bilecik",1,"Serkan, 25 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Eskişehir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR52: Konya, Karaman",1,"Hakan, 25 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Konya şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Kendi işinin sahibi,,Kırsal alanda,"TR42: Kocaeli, Sakarya, Düzce, Bolu, Yalova",1,"Yaşar, 27 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Sakarya şehrinde kırsal alanda yaşayan, sosyal sınıfı hakkında bilgi vermemiş, kendi işinin sahibi birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,2,"Metin, 20 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,Kent merkezinde,"TR22: Balıkesir, Çanakkale",1,"Metin, 22 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Çanakkale şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,Kent merkezinde,"TR52: Konya, Karaman",1,"Abdullah, 22 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Konya şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Kendi işinin sahibi,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR72: Kayseri, Sivas, Yozgat",1,"Adem, 18 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Kayseri şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, kendi işinin sahibi birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Oğrenci,,Kırsal alanda,"TRC3: Mardin, Batman, Şırnak, Siirt",1,"Emre, 24 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Mardin şehrinde kırsal alanda yaşayan, sosyal sınıfı hakkında bilgi vermemiş, oğrenci birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Oğrenci,Orta sınıfın alt kısmında,Kırsal alanda,"TR42: Kocaeli, Sakarya, Düzce, Bolu, Yalova",1,"Bekir, 18 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Yalova şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, oğrenci birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Oğrenci,Orta sınıfın alt kısmında,Kırsal alanda,"TR61: Antalya, Isparta, Burdur",1,"Hüseyin, 27 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Burdur şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, oğrenci birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Oğrenci,Orta sınıfın alt kısmında,Kırsal alanda,"TR62: Adana, Mersin",1,"Emre, 27 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Adana şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, oğrenci birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Oğrenci,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,2,"Abdullah, 25 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, oğrenci birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Oğrenci,Orta sınıfın üst kısmında,Kent merkezinde,TR31: İzmir,1,"Abdullah, 21 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, oğrenci birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Oğrenci,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR63: Hatay, Kahramanmaraş, Osmaniye",1,"Salih, 19 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Hatay şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, oğrenci birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,TR31: İzmir,2,"Yusuf, 26 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR32: Aydın, Denizli, Muğla",3,"Emre, 24 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Muğla şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR33: Manisa, Afyon, Kütahya, Uşak",1,"Ömer, 26 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Manisa şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,TR51: Ankara,1,"Emre, 18 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR61: Antalya, Isparta, Burdur",1,"Salih, 23 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Antalya şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR63: Hatay, Kahramanmaraş, Osmaniye",1,"Osman, 29 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Kahramanmaraş şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TR22: Balıkesir, Çanakkale",1,"İsmail, 25 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Çanakkale şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TR33: Manisa, Afyon, Kütahya, Uşak",2,"Mustafa, 26 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Uşak şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TR42: Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,"Abdullah, 28 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Sakarya şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TR62: Adana, Mersin",1,"Mehmet, 20 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Adana şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,2,"Serkan, 28 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR41: Bursa, Eskişehir, Bilecik",1,"Recep, 24 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Bursa şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR62: Adana, Mersin",1,"Mahmut, 19 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Mersin şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Salih, 28 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Trabzon şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TRC1: Gaziantep, Adıyaman, Kilis",2,"Yaşar, 21 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Kilis şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TR21: Tekirdağ, Edirne, Kırklareli",2,"İbrahim, 18 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Kırklareli şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TR32: Aydın, Denizli, Muğla",1,"İsmail, 22 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Aydın şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TR71: Kırıkkale, Aksaray, Niğde, Kırşehir, Nevşehir",1,"Mahmut, 21 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Nevşehir şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TR72: Kayseri, Sivas, Yozgat",1,"Kadir, 18 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Kayseri şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Recep, 25 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Giresun şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Ust sınıf,Kent merkezinde,"TR33: Manisa, Afyon, Kütahya, Uşak",1,"İbrahim, 29 yaşında bekâr bir erkek, çocuğu yok, universite mezunu, Manisa şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını ust sınıf olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
